country,customer_id,total_sales,rank_no
United Kingdom,15628,2737.72,533
United Kingdom,17848,2736.95,534
United Kingdom,17685,2736.64,535
United Kingdom,17669,2735.63,536
United Kingdom,14744,2732.49,537
United Kingdom,13901,2732.14,538
United Kingdom,17082,2728.18,539
United Kingdom,13334,2720.18,540
United Kingdom,16655,2718.75,541
United Kingdom,17191,2715.42,542
United Kingdom,14713,2708.21,543
United Kingdom,13510,2703.23,544
United Kingdom,17096,2698.15,545
United Kingdom,13461,2693.50,546
United Kingdom,15527,2692.96,547
United Kingdom,12838,2692.90,548
United Kingdom,17690,2690.15,549
United Kingdom,17019,2678.89,550
United Kingdom,14493,2673.21,551
United Kingdom,12910,2671.98,552
United Kingdom,14401,2663.42,553
United Kingdom,17406,2663.38,554
United Kingdom,14825,2659.37,555
United Kingdom,17001,2651.23,556
United Kingdom,17346,2646.44,557
United Kingdom,12967,2646.02,558
United Kingdom,14740,2645.65,559
United Kingdom,15240,2629.43,560
United Kingdom,17083,2629.30,561
United Kingdom,13209,2617.90,562
United Kingdom,14626,2617.70,563
United Kingdom,14907,2615.84,564
United Kingdom,15854,2609.16,565
United Kingdom,14099,2607.54,566
United Kingdom,14451,2603.00,567
United Kingdom,17672,2600.46,568
United Kingdom,15967,2600.37,569
United Kingdom,16347,2594.36,570
United Kingdom,17673,2594.11,571
United Kingdom,17863,2585.20,572
United Kingdom,17426,2584.11,573
United Kingdom,12857,2577.85,574
United Kingdom,15203,2572.38,575
United Kingdom,16933,2569.52,576
United Kingdom,16401,2567.75,577
United Kingdom,16308,2560.00,578
United Kingdom,13707,2559.45,579
United Kingdom,13982,2557.68,580
United Kingdom,17686,2557.35,581
United Kingdom,16094,2557.33,582
United Kingdom,15290,2551.81,583
United Kingdom,17400,2547.09,584
United Kingdom,16950,2546.63,585
United Kingdom,15754,2546.19,586
United Kingdom,18168,2536.48,587
United Kingdom,17975,2534.07,588
United Kingdom,17465,2533.64,589
United Kingdom,15301,2533.09,590
United Kingdom,15051,2528.55,591
United Kingdom,15046,2519.37,592
United Kingdom,16303,2517.89,593
United Kingdom,16393,2515.45,594
United Kingdom,13929,2515.25,595
United Kingdom,14546,2514.01,596
United Kingdom,13384,2512.81,597
United Kingdom,17512,2512.23,598
United Kingdom,16190,2508.47,599
United Kingdom,13786,2506.01,600
United Kingdom,16011,2504.30,601
United Kingdom,18069,2503.89,602
United Kingdom,13485,2503.68,603
United Kingdom,17930,2502.44,604
United Kingdom,12978,2496.07,605
United Kingdom,17059,2489.79,606
United Kingdom,15249,2489.79,606
United Kingdom,14001,2487.01,607
United Kingdom,17640,2485.93,608
United Kingdom,15983,2483.80,609
United Kingdom,15858,2479.02,610
United Kingdom,15494,2471.72,611
United Kingdom,13018,2470.06,612
United Kingdom,17730,2468.52,613
United Kingdom,16455,2465.54,614
United Kingdom,16523,2464.87,615
United Kingdom,12749,2460.29,616
United Kingdom,15514,2459.09,617
United Kingdom,16919,2457.36,618
United Kingdom,13979,2456.96,619
United Kingdom,15123,2456.86,620
United Kingdom,13571,2454.22,621
United Kingdom,14044,2453.33,622
United Kingdom,13995,2452.77,623
United Kingdom,16143,2447.04,624
United Kingdom,14344,2443.77,625
United Kingdom,16098,2442.47,626
United Kingdom,17449,2430.29,627
United Kingdom,15077,2423.88,628
United Kingdom,17491,2422.20,629
United Kingdom,12976,2417.78,630
United Kingdom,15024,2414.18,631
United Kingdom,14857,2413.28,632
United Kingdom,17402,2413.23,633
United Kingdom,15050,2411.70,634
United Kingdom,13464,2409.21,635
United Kingdom,13823,2400.89,636
United Kingdom,13557,2396.02,637
United Kingdom,16293,2395.46,638
United Kingdom,15712,2395.10,639
United Kingdom,17031,2393.50,640
United Kingdom,16767,2391.20,641
United Kingdom,14737,2389.62,642
United Kingdom,16742,2387.71,643
United Kingdom,13527,2386.28,644
United Kingdom,15353,2377.03,645
United Kingdom,14466,2374.50,646
United Kingdom,15581,2367.81,647
United Kingdom,15796,2353.34,648
United Kingdom,18093,2346.19,649
United Kingdom,16539,2343.20,650
United Kingdom,18287,2340.61,651
United Kingdom,17213,2337.85,652
United Kingdom,14649,2336.87,653
United Kingdom,15043,2336.80,654
United Kingdom,16607,2336.51,655
United Kingdom,14878,2326.68,656
United Kingdom,15182,2319.90,657
United Kingdom,13213,2316.19,658
United Kingdom,15493,2313.18,659
United Kingdom,13458,2312.70,660
United Kingdom,17884,2311.44,661
United Kingdom,13077,2310.90,662
United Kingdom,15606,2310.83,663
United Kingdom,15306,2306.63,664
United Kingdom,15946,2304.18,665
United Kingdom,17442,2290.44,666
United Kingdom,17602,2286.66,667
United Kingdom,17738,2282.01,668
United Kingdom,14341,2277.09,669
United Kingdom,18051,2275.98,670
United Kingdom,15015,2275.82,671
United Kingdom,17419,2273.95,672
United Kingdom,13362,2272.08,673
United Kingdom,13371,2271.46,674
United Kingdom,12863,2271.35,675
United Kingdom,17553,2270.00,676
United Kingdom,13173,2266.85,677
United Kingdom,13297,2262.82,678
United Kingdom,17084,2249.97,679
United Kingdom,16150,2248.62,680
United Kingdom,13266,2247.63,681
United Kingdom,15365,2242.81,682
United Kingdom,16383,2242.48,683
United Kingdom,12928,2242.19,684
United Kingdom,15629,2240.90,685
United Kingdom,13131,2240.47,686
United Kingdom,13421,2239.84,687
United Kingdom,16791,2239.84,687
United Kingdom,17929,2239.10,688
United Kingdom,13963,2235.08,689
United Kingdom,15389,2233.80,690
United Kingdom,16458,2232.60,691
United Kingdom,17218,2231.96,692
United Kingdom,18257,2231.42,693
United Kingdom,15638,2231.20,694
United Kingdom,13048,2229.25,695
United Kingdom,17692,2228.96,696
United Kingdom,15757,2225.94,697
United Kingdom,16255,2225.09,698
United Kingdom,13842,2219.34,699
United Kingdom,16104,2213.00,700
United Kingdom,15569,2210.64,701
United Kingdom,14161,2208.36,702
United Kingdom,13021,2201.98,703
United Kingdom,14867,2200.13,704
United Kingdom,16560,2194.22,705
United Kingdom,15228,2193.56,706
United Kingdom,15518,2191.89,707
United Kingdom,15532,2190.97,708
United Kingdom,14057,2190.88,709
United Kingdom,15934,2190.66,710
United Kingdom,15031,2189.23,711
United Kingdom,17822,2188.50,712
United Kingdom,12982,2184.92,713
United Kingdom,15476,2180.28,714
United Kingdom,16584,2177.44,715
United Kingdom,16503,2176.46,716
United Kingdom,15978,2173.84,717
United Kingdom,16499,2172.64,718
United Kingdom,18144,2169.25,719
United Kingdom,13762,2165.76,720
United Kingdom,14107,2165.22,721
United Kingdom,14295,2161.36,722
United Kingdom,17063,2155.29,723
United Kingdom,15965,2153.70,724
United Kingdom,15271,2153.47,725
United Kingdom,17032,2150.06,726
United Kingdom,16004,2146.39,727
United Kingdom,17732,2144.17,728
United Kingdom,14431,2143.84,729
United Kingdom,15623,2136.02,730
United Kingdom,17305,2135.46,731
United Kingdom,17552,2129.24,732
United Kingdom,14898,2128.54,733
United Kingdom,14293,2127.77,734
United Kingdom,14482,2124.10,735
United Kingdom,13611,2122.83,736
United Kingdom,12951,2122.35,737
United Kingdom,15067,2120.37,738
United Kingdom,16748,2116.39,739
United Kingdom,13152,2114.98,740
United Kingdom,14469,2112.21,741
United Kingdom,13407,2111.89,742
United Kingdom,15142,2110.23,743
United Kingdom,16466,2110.13,744
United Kingdom,16883,2109.91,745
United Kingdom,17113,2109.16,746
United Kingdom,14496,2107.07,747
United Kingdom,17311,2105.81,748
United Kingdom,15059,2101.80,749
United Kingdom,16202,2101.77,750
United Kingdom,14399,2098.16,751
United Kingdom,15862,2095.41,752
United Kingdom,15245,2095.00,753
United Kingdom,16918,2094.72,754
United Kingdom,16053,2094.19,755
United Kingdom,14211,2093.39,756
United Kingdom,13059,2089.22,757
United Kingdom,17188,2086.25,758
United Kingdom,15151,2085.61,759
United Kingdom,14688,2082.70,760
United Kingdom,13848,2080.00,761
United Kingdom,17596,2079.39,762
United Kingdom,18026,2074.07,763
United Kingdom,13450,2073.82,764
United Kingdom,16290,2069.30,765
United Kingdom,13478,2068.03,766
United Kingdom,14307,2067.36,767
United Kingdom,16841,2066.54,768
United Kingdom,16206,2060.31,769
United Kingdom,16612,2055.82,770
United Kingdom,14869,2054.85,771
United Kingdom,16719,2054.63,772
United Kingdom,16795,2050.31,773
United Kingdom,16105,2049.23,774
United Kingdom,18258,2040.97,775
United Kingdom,12849,2039.67,776
United Kingdom,16331,2037.70,777
United Kingdom,16271,2033.78,778
United Kingdom,16875,2029.73,779
United Kingdom,12935,2025.56,780
United Kingdom,17969,2022.99,781
United Kingdom,13481,2022.03,782
United Kingdom,13431,2020.14,783
United Kingdom,16197,2016.71,784
United Kingdom,16743,2015.17,785
United Kingdom,14225,2015.12,786
United Kingdom,14701,2012.72,787
United Kingdom,17203,2012.03,788
United Kingdom,13696,2008.70,789
United Kingdom,16686,2008.09,790
United Kingdom,16532,2007.84,791
United Kingdom,17722,2006.32,792
United Kingdom,15819,2005.83,793
United Kingdom,14970,2001.34,794
United Kingdom,17314,1999.94,795
United Kingdom,15312,1995.39,796
United Kingdom,14639,1994.47,797
United Kingdom,12975,1993.99,798
United Kingdom,16065,1993.53,799
United Kingdom,13473,1993.44,800
United Kingdom,17897,1992.90,801
United Kingdom,16147,1992.02,802
United Kingdom,12986,1991.59,803
United Kingdom,13736,1991.01,804
United Kingdom,17682,1982.45,805
United Kingdom,14555,1982.34,806
United Kingdom,13693,1980.32,807
United Kingdom,18259,1979.60,808
United Kingdom,14548,1974.69,809
United Kingdom,14669,1973.94,810
United Kingdom,16395,1972.05,811
United Kingdom,14634,1971.82,812
United Kingdom,16032,1970.45,813
United Kingdom,16033,1964.78,814
United Kingdom,16176,1964.04,815
United Kingdom,13772,1962.59,816
United Kingdom,18097,1959.32,817
United Kingdom,17039,1954.99,818
United Kingdom,14498,1953.95,819
United Kingdom,15425,1944.57,820
United Kingdom,18215,1939.65,821
United Kingdom,17550,1939.38,822
United Kingdom,15716,1938.00,823
United Kingdom,15791,1937.35,824
United Kingdom,15027,1922.09,825
United Kingdom,16416,1921.48,826
United Kingdom,16101,1921.46,827
United Kingdom,13253,1920.71,828
United Kingdom,16905,1919.02,829
United Kingdom,13750,1916.34,830
United Kingdom,13849,1905.85,831
United Kingdom,16912,1904.93,832
United Kingdom,15443,1903.98,833
United Kingdom,14290,1901.48,834
United Kingdom,17293,1899.12,835
United Kingdom,14655,1899.08,836
United Kingdom,18170,1897.69,837
United Kingdom,16823,1894.76,838
United Kingdom,15602,1892.34,839
United Kingdom,13971,1891.61,840
United Kingdom,15953,1890.17,841
United Kingdom,16209,1884.16,842
United Kingdom,14239,1880.22,843
United Kingdom,13635,1877.19,844
United Kingdom,14756,1874.50,845
United Kingdom,16341,1872.91,846
United Kingdom,16128,1868.18,847
United Kingdom,13313,1867.95,848
United Kingdom,16631,1867.02,849
United Kingdom,13851,1865.30,850
United Kingdom,15248,1865.03,851
United Kingdom,17623,1856.62,852
United Kingdom,14032,1856.23,853
United Kingdom,13014,1855.40,854
United Kingdom,15199,1853.70,855
United Kingdom,16510,1851.90,856
United Kingdom,14064,1851.43,857
United Kingdom,12853,1846.80,858
United Kingdom,16045,1846.33,859
United Kingdom,13126,1846.18,860
United Kingdom,15265,1839.52,861
United Kingdom,15944,1839.14,862
United Kingdom,13728,1839.03,863
United Kingdom,13538,1831.88,864
United Kingdom,18109,1829.34,865
United Kingdom,17667,1828.29,866
United Kingdom,16477,1825.56,867
United Kingdom,18009,1824.84,868
United Kingdom,16229,1824.76,869
United Kingdom,13663,1824.14,870
United Kingdom,16163,1822.03,871
United Kingdom,13032,1821.07,872
United Kingdom,16276,1818.79,873
United Kingdom,15972,1810.27,874
United Kingdom,16177,1809.66,875
United Kingdom,17115,1809.39,876
United Kingdom,14837,1804.62,877
United Kingdom,14507,1804.31,878
United Kingdom,17857,1803.20,879
United Kingdom,16036,1797.92,880
United Kingdom,13338,1791.80,881
United Kingdom,15827,1789.48,882
United Kingdom,16005,1788.38,883
United Kingdom,16797,1786.77,884
United Kingdom,15366,1786.57,885
United Kingdom,15916,1786.43,886
United Kingdom,14790,1781.56,887
United Kingdom,16983,1778.97,888
United Kingdom,16485,1774.03,889
United Kingdom,13623,1773.92,890
United Kingdom,13719,1773.57,891
United Kingdom,15665,1773.11,892
United Kingdom,15095,1771.04,893
United Kingdom,17811,1770.82,894
United Kingdom,13455,1766.47,895
United Kingdom,16554,1765.62,896
United Kingdom,13203,1761.09,897
United Kingdom,16059,1757.91,898
United Kingdom,16365,1756.38,899
United Kingdom,17242,1754.24,900
United Kingdom,13305,1753.85,901
United Kingdom,14334,1753.52,902
United Kingdom,15351,1753.04,903
United Kingdom,13425,1751.72,904
United Kingdom,17354,1750.40,905
United Kingdom,16120,1747.77,906
United Kingdom,17651,1745.92,907
United Kingdom,15073,1744.61,908
United Kingdom,16086,1743.60,909
United Kingdom,17742,1743.37,910
United Kingdom,16087,1739.92,911
United Kingdom,15380,1739.84,912
United Kingdom,15329,1737.48,913
United Kingdom,16812,1737.45,914
United Kingdom,13920,1734.88,915
United Kingdom,14897,1734.36,916
United Kingdom,14988,1732.06,917
United Kingdom,14390,1730.86,918
United Kingdom,17774,1730.24,919
United Kingdom,16225,1725.59,920
United Kingdom,18095,1723.04,921
United Kingdom,16241,1721.44,922
United Kingdom,16771,1720.79,923
United Kingdom,15736,1717.27,924
United Kingdom,16619,1712.12,925
United Kingdom,13665,1711.66,926
United Kingdom,13534,1711.42,927
United Kingdom,14534,1711.07,928
United Kingdom,16062,1709.83,929
United Kingdom,16232,1708.79,930
United Kingdom,12820,1705.60,931
United Kingdom,18077,1705.55,932
United Kingdom,16329,1703.07,933
United Kingdom,17211,1702.43,934
United Kingdom,15221,1702.00,935
United Kingdom,15625,1698.69,936
United Kingdom,12932,1698.56,937
United Kingdom,16470,1696.21,938
United Kingdom,17320,1695.15,939
United Kingdom,15057,1695.06,940
United Kingdom,17621,1693.22,941
United Kingdom,14205,1689.60,942
United Kingdom,13577,1688.32,943
United Kingdom,16993,1688.15,944
United Kingdom,15100,1684.40,945
United Kingdom,17961,1682.65,946
United Kingdom,12911,1680.47,947
United Kingdom,15596,1680.25,948
United Kingdom,17470,1679.80,949
United Kingdom,13648,1679.01,950
United Kingdom,13561,1678.86,951
United Kingdom,14004,1675.81,952
United Kingdom,14673,1674.41,953
United Kingdom,15456,1672.05,954
United Kingdom,15811,1671.90,955
United Kingdom,12963,1671.76,956
United Kingdom,14963,1670.83,957
United Kingdom,14177,1669.93,958
United Kingdom,14653,1666.99,959
United Kingdom,13330,1665.25,960
United Kingdom,12870,1662.05,961
United Kingdom,17588,1661.45,962
United Kingdom,13117,1657.20,963
United Kingdom,16611,1655.64,964
United Kingdom,14562,1654.63,965
United Kingdom,12873,1653.30,966
United Kingdom,16081,1653.28,967
United Kingdom,12916,1647.87,968
United Kingdom,14421,1643.51,969
United Kingdom,15013,1641.30,970
United Kingdom,15310,1634.64,971
United Kingdom,14396,1633.94,972
United Kingdom,12854,1633.22,973
United Kingdom,17994,1633.18,974
United Kingdom,13192,1632.59,975
United Kingdom,14215,1626.61,976
United Kingdom,17165,1624.95,977
United Kingdom,14831,1623.97,978
United Kingdom,14916,1623.37,979
United Kingdom,14467,1622.23,980
United Kingdom,16326,1621.03,981
United Kingdom,13911,1619.13,982
United Kingdom,17814,1617.32,983
United Kingdom,14515,1616.81,984
United Kingdom,13154,1609.29,985
United Kingdom,17853,1608.19,986
United Kingdom,15062,1597.76,987
United Kingdom,17028,1593.83,988
United Kingdom,16860,1593.67,989
United Kingdom,12937,1593.34,990
United Kingdom,13643,1592.73,991
United Kingdom,16275,1591.24,992
United Kingdom,16515,1589.17,993
United Kingdom,15747,1586.62,994
United Kingdom,13156,1586.54,995
United Kingdom,14327,1583.28,996
United Kingdom,15789,1580.71,997
United Kingdom,16620,1579.97,998
United Kingdom,15810,1579.37,999
United Kingdom,13503,1576.69,1000
United Kingdom,15288,1576.61,1001
United Kingdom,14449,1575.70,1002
United Kingdom,16012,1574.50,1003
United Kingdom,13824,1574.42,1004
United Kingdom,14492,1574.36,1005
United Kingdom,17905,1573.98,1006
United Kingdom,14235,1573.13,1007
United Kingdom,15985,1572.86,1008
United Kingdom,13202,1571.35,1009
United Kingdom,15752,1570.16,1010
United Kingdom,13888,1563.42,1011
United Kingdom,17851,1563.34,1012
United Kingdom,17921,1556.83,1013
United Kingdom,16529,1556.75,1014
United Kingdom,13554,1556.39,1015
United Kingdom,17758,1555.83,1016
United Kingdom,13397,1554.93,1017
United Kingdom,17460,1554.77,1018
United Kingdom,14136,1553.96,1019
United Kingdom,14695,1552.57,1020
United Kingdom,14854,1552.28,1021
United Kingdom,14147,1550.90,1022
United Kingdom,14186,1550.63,1023
United Kingdom,13692,1549.58,1024
United Kingdom,13337,1548.55,1025
United Kingdom,12926,1548.46,1026
United Kingdom,13092,1547.50,1027
United Kingdom,14410,1546.07,1028
United Kingdom,14409,1545.44,1029
United Kingdom,13783,1542.09,1030
United Kingdom,15678,1541.19,1031
United Kingdom,15482,1539.11,1032
United Kingdom,17954,1536.19,1033
United Kingdom,15798,1535.37,1034
United Kingdom,15681,1533.84,1035
United Kingdom,13198,1528.19,1036
United Kingdom,15860,1528.00,1037
United Kingdom,13042,1522.79,1038
United Kingdom,16124,1522.24,1039
United Kingdom,15434,1519.63,1040
United Kingdom,17720,1519.12,1041
United Kingdom,13632,1517.68,1042
United Kingdom,15422,1517.32,1043
United Kingdom,16134,1516.30,1044
United Kingdom,15572,1515.81,1045
United Kingdom,15834,1515.39,1046
United Kingdom,16960,1514.93,1047
United Kingdom,15803,1513.84,1048
United Kingdom,13211,1509.45,1049
United Kingdom,15841,1507.40,1050
United Kingdom,14896,1504.70,1051
United Kingdom,17594,1504.70,1051
United Kingdom,17262,1504.26,1052
United Kingdom,14408,1503.24,1053
United Kingdom,15167,1496.67,1054
United Kingdom,15590,1496.60,1055
United Kingdom,13377,1495.43,1056
United Kingdom,14915,1493.82,1057
United Kingdom,12924,1493.20,1058
United Kingdom,16314,1491.40,1059
United Kingdom,13819,1490.75,1060
United Kingdom,17422,1488.52,1061
United Kingdom,14608,1488.29,1062
United Kingdom,18219,1487.62,1063
United Kingdom,13280,1482.27,1064
United Kingdom,18214,1480.99,1065
United Kingdom,14312,1478.70,1066
United Kingdom,13652,1475.77,1067
United Kingdom,18230,1474.11,1068
United Kingdom,18220,1473.92,1069
United Kingdom,15607,1473.81,1070
United Kingdom,17414,1471.52,1071
United Kingdom,16265,1470.47,1072
United Kingdom,14180,1469.98,1073
United Kingdom,14129,1467.48,1074
United Kingdom,14870,1467.35,1075
United Kingdom,13360,1464.10,1076
United Kingdom,16461,1463.80,1077
United Kingdom,14682,1462.81,1078
United Kingdom,14256,1462.28,1079
United Kingdom,15563,1461.52,1080
United Kingdom,15081,1460.92,1081
United Kingdom,12826,1460.57,1082
United Kingdom,16917,1457.36,1083
United Kingdom,17180,1455.95,1084
United Kingdom,18268,1451.22,1085
United Kingdom,15704,1450.56,1086
United Kingdom,13361,1450.50,1087
United Kingdom,16595,1450.02,1088
United Kingdom,15910,1449.62,1089
United Kingdom,15876,1449.14,1090
United Kingdom,13874,1448.75,1091
United Kingdom,14038,1446.45,1092
United Kingdom,15030,1446.38,1093
United Kingdom,17534,1445.47,1094
United Kingdom,13110,1443.30,1095
United Kingdom,14014,1443.03,1096
United Kingdom,13543,1439.61,1097
United Kingdom,13889,1438.83,1098
United Kingdom,16088,1437.43,1099
United Kingdom,15325,1434.52,1100
United Kingdom,15793,1433.96,1101
United Kingdom,17388,1432.01,1102
United Kingdom,13764,1431.50,1103
United Kingdom,16520,1429.30,1104
United Kingdom,14309,1428.28,1105
United Kingdom,17610,1427.84,1106
United Kingdom,14035,1424.45,1107
United Kingdom,14640,1421.88,1108
United Kingdom,17029,1421.30,1109
United Kingdom,15550,1419.97,1110
United Kingdom,12877,1419.40,1111
United Kingdom,14195,1418.54,1112
United Kingdom,18044,1417.01,1113
United Kingdom,17353,1415.55,1114
United Kingdom,13871,1415.15,1115
United Kingdom,17694,1412.85,1116
United Kingdom,16854,1408.96,1117
United Kingdom,17075,1407.61,1118
United Kingdom,15911,1401.55,1119
United Kingdom,17351,1401.08,1120
United Kingdom,15173,1399.26,1121
United Kingdom,14130,1398.81,1122
United Kingdom,16650,1397.69,1123
United Kingdom,16755,1397.40,1124
United Kingdom,16233,1396.58,1125
United Kingdom,16129,1396.05,1126
United Kingdom,13647,1393.56,1127
United Kingdom,14875,1392.83,1128
United Kingdom,16300,1392.43,1129
United Kingdom,15782,1391.71,1130
United Kingdom,17147,1389.51,1131
United Kingdom,17432,1385.63,1132
United Kingdom,14899,1384.88,1133
United Kingdom,14909,1380.98,1134
United Kingdom,17597,1380.92,1135
United Kingdom,14758,1380.91,1136
United Kingdom,13711,1380.55,1137
United Kingdom,13477,1379.59,1138
United Kingdom,14651,1379.52,1139
United Kingdom,15384,1378.73,1140
United Kingdom,15141,1378.31,1141
United Kingdom,16904,1378.10,1142
United Kingdom,15392,1376.09,1143
United Kingdom,17150,1375.65,1144
United Kingdom,16007,1373.20,1145
United Kingdom,18242,1372.72,1146
United Kingdom,14533,1372.50,1147
United Kingdom,15795,1369.86,1148
United Kingdom,17018,1367.60,1149
United Kingdom,14404,1365.39,1150
United Kingdom,14152,1364.35,1151
United Kingdom,16221,1364.15,1152
United Kingdom,15272,1363.54,1153
United Kingdom,13074,1362.84,1154
United Kingdom,16588,1361.28,1155
United Kingdom,14748,1360.46,1156
United Kingdom,15885,1358.22,1157
United Kingdom,16085,1356.22,1158
United Kingdom,16108,1355.83,1159
United Kingdom,13246,1355.58,1160
United Kingdom,14316,1355.34,1161
United Kingdom,17235,1354.82,1162
United Kingdom,16281,1354.46,1163
United Kingdom,15649,1354.35,1164
United Kingdom,15865,1353.79,1165
United Kingdom,13753,1353.31,1166
United Kingdom,17071,1352.97,1167
United Kingdom,15370,1352.96,1168
United Kingdom,16788,1352.82,1169
United Kingdom,13799,1350.96,1170
United Kingdom,15889,1348.96,1171
United Kingdom,17728,1345.45,1172
United Kingdom,15732,1343.40,1173
United Kingdom,16017,1341.95,1174
United Kingdom,14905,1339.79,1175
United Kingdom,17676,1339.25,1176
United Kingdom,13895,1335.50,1177
United Kingdom,13649,1332.28,1178
United Kingdom,16569,1331.03,1179
United Kingdom,13276,1327.63,1180
United Kingdom,14304,1326.71,1181
United Kingdom,13655,1326.33,1182
United Kingdom,14628,1326.04,1183
United Kingdom,14956,1325.00,1184
United Kingdom,14745,1324.30,1185
United Kingdom,14301,1324.19,1186
United Kingdom,13705,1323.47,1187
United Kingdom,12960,1322.07,1188
United Kingdom,13748,1320.10,1189
United Kingdom,17666,1319.64,1190
United Kingdom,14233,1319.45,1191
United Kingdom,15751,1318.84,1192
United Kingdom,14597,1318.39,1193
United Kingdom,16625,1318.00,1194
United Kingdom,17348,1316.89,1195
United Kingdom,14710,1316.46,1196
United Kingdom,15976,1315.70,1197
United Kingdom,16551,1315.00,1198
United Kingdom,16010,1314.61,1199
United Kingdom,15252,1312.28,1200
United Kingdom,15658,1311.44,1201
United Kingdom,16054,1306.78,1202
United Kingdom,14987,1305.85,1203
United Kingdom,14499,1305.30,1204
United Kingdom,13662,1304.05,1205
United Kingdom,16833,1302.51,1206
United Kingdom,12840,1299.60,1207
United Kingdom,15189,1298.99,1208
United Kingdom,14481,1298.81,1209
United Kingdom,16374,1298.42,1210
United Kingdom,17190,1298.30,1211
United Kingdom,16119,1297.45,1212
United Kingdom,18276,1297.31,1213
United Kingdom,14850,1297.06,1214
United Kingdom,14644,1297.01,1215
United Kingdom,14346,1294.17,1216
United Kingdom,15241,1293.72,1217
United Kingdom,15381,1290.77,1218
United Kingdom,16835,1290.66,1219
United Kingdom,15611,1289.98,1220
United Kingdom,17505,1289.64,1221
United Kingdom,13650,1289.16,1222
United Kingdom,16218,1288.73,1223
United Kingdom,16608,1288.72,1224
United Kingdom,17259,1285.97,1225
United Kingdom,17603,1285.31,1226
United Kingdom,17220,1283.50,1227
United Kingdom,18272,1282.55,1228
United Kingdom,16894,1282.36,1229
United Kingdom,14217,1281.51,1230
United Kingdom,16600,1280.04,1231
United Kingdom,16775,1279.63,1232
United Kingdom,13012,1279.56,1233
United Kingdom,14506,1278.50,1234
United Kingdom,17894,1277.85,1235
United Kingdom,14478,1276.66,1236
United Kingdom,13838,1274.36,1237
United Kingdom,14490,1273.47,1238
United Kingdom,14679,1272.95,1239
United Kingdom,17132,1272.80,1240
United Kingdom,17478,1272.80,1240
United Kingdom,17228,1271.15,1241
United Kingdom,15227,1269.09,1242
United Kingdom,15439,1269.05,1243
United Kingdom,18188,1264.70,1244
United Kingdom,16096,1264.35,1245
United Kingdom,15279,1264.33,1246
United Kingdom,17046,1264.05,1247
United Kingdom,13709,1263.70,1248
United Kingdom,13196,1261.86,1249
United Kingdom,13151,1261.32,1250
United Kingdom,13916,1260.51,1251
United Kingdom,15452,1260.38,1252
United Kingdom,17582,1258.43,1253
United Kingdom,17635,1256.83,1254
United Kingdom,13531,1254.72,1255
United Kingdom,15064,1254.41,1256
United Kingdom,15441,1254.21,1257
United Kingdom,13855,1253.94,1258
United Kingdom,15261,1253.18,1259
United Kingdom,15058,1252.19,1260
United Kingdom,17222,1250.86,1261
United Kingdom,13263,1250.62,1262
United Kingdom,13239,1250.28,1263
United Kingdom,14285,1248.63,1264
United Kingdom,16716,1248.48,1265
United Kingdom,13443,1247.71,1266
United Kingdom,16891,1247.12,1267
United Kingdom,13740,1247.02,1268
United Kingdom,16296,1245.97,1269
United Kingdom,14000,1243.88,1270
United Kingdom,14236,1241.88,1271
United Kingdom,14420,1241.85,1272
United Kingdom,13201,1240.61,1273
United Kingdom,17529,1240.25,1274
United Kingdom,14068,1239.12,1275
United Kingdom,14821,1237.65,1276
United Kingdom,15489,1237.33,1277
United Kingdom,16501,1237.23,1278
United Kingdom,16174,1237.20,1279
United Kingdom,15466,1236.48,1280
United Kingdom,15410,1234.88,1281
United Kingdom,14006,1234.48,1282
United Kingdom,17768,1231.38,1283
United Kingdom,14868,1230.42,1284
United Kingdom,17095,1224.39,1285
United Kingdom,17714,1223.58,1286
United Kingdom,15551,1223.22,1287
United Kingdom,15580,1221.95,1288
United Kingdom,16366,1220.83,1289
United Kingdom,17977,1219.59,1290
United Kingdom,15326,1218.11,1291
United Kingdom,15990,1217.94,1292
United Kingdom,15861,1217.63,1293
United Kingdom,14967,1216.72,1294
United Kingdom,13440,1213.95,1295
United Kingdom,17870,1213.80,1296
United Kingdom,13019,1212.95,1297
United Kingdom,15660,1212.13,1298
United Kingdom,16928,1212.08,1299
United Kingdom,13118,1209.10,1300
United Kingdom,15164,1208.97,1301
United Kingdom,15764,1207.81,1302
United Kingdom,18171,1206.00,1303
United Kingdom,17797,1205.44,1304
United Kingdom,16434,1204.79,1305
United Kingdom,18057,1203.56,1306
United Kingdom,18151,1200.59,1307
United Kingdom,16946,1199.54,1308
United Kingdom,17396,1198.80,1309
United Kingdom,17713,1198.09,1310
United Kingdom,16307,1194.92,1311
United Kingdom,14861,1192.61,1312
United Kingdom,17702,1192.07,1313
United Kingdom,13878,1191.53,1314
United Kingdom,14127,1190.37,1315
United Kingdom,15402,1189.87,1316
United Kingdom,14275,1189.38,1317
United Kingdom,16768,1189.03,1318
United Kingdom,18286,1188.43,1319
United Kingdom,17047,1188.33,1320
United Kingdom,13085,1187.08,1321
United Kingdom,18060,1185.46,1322
United Kingdom,16859,1184.60,1323
United Kingdom,13946,1183.86,1324
United Kingdom,13410,1183.60,1325
United Kingdom,15259,1182.38,1326
United Kingdom,17021,1182.22,1327
United Kingdom,13293,1180.34,1328
United Kingdom,16926,1180.15,1329
United Kingdom,15377,1179.95,1330
